p3,date_known,ub,p4,algo,p1,p2,mean_run,iteration,real_cost
0.0,true,5,0.0,dsa,0.2,1.0,1,0,3145
0.0,true,5,0.0,dsa,0.2,1.0,1,1,2573
0.0,true,5,0.0,dsa,0.2,1.0,1,2,2178
0.0,true,5,0.0,dsa,0.2,1.0,1,3,1707
0.0,true,5,0.0,dsa,0.2,1.0,1,4,1656
0.0,true,5,0.0,dsa,0.2,1.0,1,5,1528
0.0,true,5,0.0,dsa,0.2,1.0,1,6,1409
0.0,true,5,0.0,dsa,0.2,1.0,1,7,1405
0.0,true,5,0.0,dsa,0.2,1.0,1,8,1419
0.0,true,5,0.0,dsa,0.2,1.0,1,9,1525
0.0,true,5,0.0,dsa,0.2,1.0,1,10,1446
0.0,true,5,0.0,dsa,0.2,1.0,1,11,1459
0.0,true,5,0.0,dsa,0.2,1.0,1,12,1539
0.0,true,5,0.0,dsa,0.2,1.0,1,13,1470
0.0,true,5,0.0,dsa,0.2,1.0,1,14,1470
0.0,true,5,0.0,dsa,0.2,1.0,1,15,1468
0.0,true,5,0.0,dsa,0.2,1.0,1,16,1467
0.0,true,5,0.0,dsa,0.2,1.0,1,17,1386
0.0,true,5,0.0,dsa,0.2,1.0,1,18,1357
0.0,true,5,0.0,dsa,0.2,1.0,1,19,1313
0.0,true,5,0.0,dsa,0.2,1.0,1,20,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,21,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,22,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,23,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,24,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,25,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,26,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,27,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,28,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,29,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,30,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,31,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,32,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,33,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,34,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,35,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,36,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,37,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,38,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,39,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,40,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,41,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,42,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,43,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,44,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,45,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,46,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,47,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,48,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,49,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,50,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,51,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,52,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,53,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,54,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,55,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,56,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,57,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,58,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,59,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,60,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,61,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,62,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,63,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,64,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,65,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,66,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,67,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,68,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,69,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,70,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,71,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,72,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,73,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,74,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,75,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,76,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,77,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,78,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,79,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,80,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,81,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,82,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,83,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,84,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,85,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,86,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,87,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,88,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,89,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,90,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,91,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,92,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,93,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,94,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,95,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,96,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,97,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,98,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,99,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,100,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,101,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,102,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,103,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,104,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,105,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,106,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,107,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,108,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,109,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,110,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,111,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,112,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,113,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,114,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,115,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,116,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,117,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,118,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,119,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,120,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,121,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,122,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,123,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,124,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,125,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,126,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,127,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,128,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,129,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,130,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,131,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,132,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,133,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,134,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,135,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,136,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,137,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,138,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,139,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,140,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,141,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,142,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,143,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,144,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,145,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,146,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,147,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,148,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,149,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,150,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,151,1280
0.0,true,5,0.0,dsa,0.2,1.0,1,152,1280
